41.7563 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
41.7580 	INFO 	Loaded monitor calibration from ['2025_01_25 22:17']
41.9619 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fad48f2dc40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fad48f2db50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fad48f5a670>, multiSample=False, name='window1', numSamples=2, pos=[1320.0, 420.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
41.9619 	EXP 	window1: backgroundImage = ''
41.9619 	EXP 	window1: backgroundFit = 'none'
41.9718 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9726 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9733 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9744 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9757 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9764 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9774 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9792 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9799 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9821 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9836 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9841 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9846 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9856 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9861 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9863 	DEBUG 	Uploading Texture Font fontname to graphics card
41.9898 	DEBUG 	Upload of Texture Font fontname complete
41.9952 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9962 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9972 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
41.9974 	DEBUG 	Uploading Texture Font fontname to graphics card
41.9993 	DEBUG 	Upload of Texture Font fontname complete
42.0009 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
42.0009 	EXP 	window1: recordFrameIntervals = False
42.2202 	EXP 	window1: recordFrameIntervals = True
42.2468 	WARNING 	t of last frame was 24.40ms (=1/40)
43.0574 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

43.0626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0632 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0652 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0662 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0672 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0679 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0689 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0700 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0708 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
43.0710 	DEBUG 	Uploading Texture Font fontname to graphics card
43.0733 	DEBUG 	Upload of Texture Font fontname complete
43.0916 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
46.9247 	INFO 	keyboard.Keyboard is using iohub backend.
46.9247 	INFO 	keyboard.Keyboard is using iohub backend.
46.9248 	EXP 	tilt_staircase: status = STARTED
46.9313 	EXP 	Created surround = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, interpolate=True, mask='circle', maskParams=None, name='surround', opacity=1, ori=1.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([7., 7.]), size=array([0.75, 0.75]), tex='sin', texRes=128.0, units='height', win=Window(...))
46.9327 	EXP 	Created center = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, interpolate=True, mask='circle', maskParams=None, name='center', opacity=1, ori=1.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([2., 2.]), size=array([0.3, 0.3]), tex='sin', texRes=128.0, units='height', win=Window(...))
46.9393 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0039 	DATA 	Mouse: Left button down, pos=(223,449)
0.0047 	DATA 	Mouse:  Left button up, pos=(223,449)
0.0169 	DEBUG 	Read csv file with pandas: tilt_staircase.csv
0.0181 	DEBUG 	Clearing unnamed columns from tilt_staircase.csv
0.0188 	EXP 	Imported tilt_staircase.csv as conditions, 2 conditions, 10 params
0.1014 	DEBUG 	Using /Applications/PsychoPy.app/Contents/Resources/lib/python3.8/psychopy/data/staircase.py as origin file
0.1016 	DEBUG 	Using /Applications/PsychoPy.app/Contents/Resources/lib/python3.8/psychopy/data/staircase.py as origin file
0.1343 	INFO 	Keyboard events cleared
0.1340 	WARNING 	t of last frame was 127.14ms (=1/7)
0.1340 	EXP 	surround: ori = 50.0
0.1340 	EXP 	center: ori = 20.0
0.1340 	EXP 	text: height = 0.05
0.1340 	EXP 	text: height = 0.05
0.1340 	EXP 	text: height = 0.05
0.1340 	EXP 	text: text = 20
0.1340 	EXP 	surround: autoDraw = True
0.1340 	EXP 	center: autoDraw = True
0.1340 	EXP 	text: autoDraw = True
0.1340 	EXP 	surround: tex = 'sin'
0.1340 	EXP 	center: tex = 'sin'
5.9411 	DATA 	Mouse: Left button down, pos=(522,307)
6.0254 	WARNING 	t of last frame was 20.20ms (=1/49)
6.0413 	DATA 	Mouse:  Left button up, pos=(522,307)
7.5255 	DATA 	Keypress: right
7.5277 	INFO 	Keyboard events cleared
7.5274 	WARNING 	t of last frame was 74.52ms (=1/13)
7.5274 	EXP 	surround: autoDraw = False
7.5274 	EXP 	center: autoDraw = False
7.5274 	EXP 	text: autoDraw = False
7.5274 	EXP 	surround: ori = 10.0
7.5274 	EXP 	center: ori = -20.0
7.5274 	EXP 	text: height = 0.05
7.5274 	EXP 	text: height = 0.05
7.5274 	EXP 	text: height = 0.05
7.5274 	EXP 	text: text = -20
7.5274 	EXP 	surround: autoDraw = True
7.5274 	EXP 	center: autoDraw = True
7.5274 	EXP 	text: autoDraw = True
8.5282 	DATA 	Keypress: left
8.5294 	INFO 	Keyboard events cleared
